"taxon_name","features","new_names","genus","taxon_annotation"
"OTU_97.28058","OTU9728058","OTU_97.28058|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28059","OTU9728059","OTU_97.28059|Prevotella","Prevotella","anaerobic"
"OTU_97.2806","OTU972806","OTU_97.2806|Prevotella","Prevotella","anaerobic"
"OTU_97.28060","OTU9728060","OTU_97.28060|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28063","OTU9728063","OTU_97.28063|Neisseria","Neisseria","aerobic"
"OTU_97.28064","OTU9728064","OTU_97.28064|Prevotella","Prevotella","anaerobic"
"OTU_97.28066","OTU9728066","OTU_97.28066|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28067","OTU9728067","OTU_97.28067|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.2807","OTU972807","OTU_97.2807|Cellulomonas","Cellulomonas",NA
"OTU_97.28070","OTU9728070","OTU_97.28070|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28071","OTU9728071","OTU_97.28071|Prevotella","Prevotella","anaerobic"
"OTU_97.28074","OTU9728074","OTU_97.28074|Veillonella","Veillonella","anaerobic"
"OTU_97.28076","OTU9728076","OTU_97.28076|Prevotella","Prevotella","anaerobic"
"OTU_97.28077","OTU9728077","OTU_97.28077|Actinomyces","Actinomyces","anaerobic"
"OTU_97.28078","OTU9728078","OTU_97.28078|Neisseria","Neisseria","aerobic"
"OTU_97.28079","OTU9728079","OTU_97.28079|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28080","OTU9728080","OTU_97.28080|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28081","OTU9728081","OTU_97.28081|Actinobacillus","Actinobacillus","aerobic"
"OTU_97.28084","OTU9728084","OTU_97.28084|NA",NA,NA
"OTU_97.28085","OTU9728085","OTU_97.28085|Veillonella","Veillonella","anaerobic"
"OTU_97.28086","OTU9728086","OTU_97.28086|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28087","OTU9728087","OTU_97.28087|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28088","OTU9728088","OTU_97.28088|Actinomyces","Actinomyces","anaerobic"
"OTU_97.28089","OTU9728089","OTU_97.28089|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.2809","OTU972809","OTU_97.2809|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28090","OTU9728090","OTU_97.28090|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28091","OTU9728091","OTU_97.28091|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28092","OTU9728092","OTU_97.28092|NA",NA,NA
"OTU_97.28094","OTU9728094","OTU_97.28094|Rothia","Rothia","facultative_anaerobic"
"OTU_97.28096","OTU9728096","OTU_97.28096|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28097","OTU9728097","OTU_97.28097|NA",NA,NA
"OTU_97.28098","OTU9728098","OTU_97.28098|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.281","OTU97281","OTU_97.281|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.2810","OTU972810","OTU_97.2810|Anaerovorax","Anaerovorax",NA
"OTU_97.28100","OTU9728100","OTU_97.28100|NA",NA,NA
"OTU_97.28101","OTU9728101","OTU_97.28101|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28102","OTU9728102","OTU_97.28102|Prevotella","Prevotella","anaerobic"
"OTU_97.28103","OTU9728103","OTU_97.28103|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28105","OTU9728105","OTU_97.28105|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28109","OTU9728109","OTU_97.28109|Prevotella","Prevotella","anaerobic"
"OTU_97.28111","OTU9728111","OTU_97.28111|NA",NA,NA
"OTU_97.28115","OTU9728115","OTU_97.28115|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28116","OTU9728116","OTU_97.28116|Prevotella","Prevotella","anaerobic"
"OTU_97.28118","OTU9728118","OTU_97.28118|NA",NA,NA
"OTU_97.28119","OTU9728119","OTU_97.28119|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28120","OTU9728120","OTU_97.28120|NA",NA,NA
"OTU_97.28122","OTU9728122","OTU_97.28122|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28126","OTU9728126","OTU_97.28126|Prevotella","Prevotella","anaerobic"
"OTU_97.28127","OTU9728127","OTU_97.28127|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.2813","OTU972813","OTU_97.2813|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28130","OTU9728130","OTU_97.28130|Veillonella","Veillonella","anaerobic"
"OTU_97.28132","OTU9728132","OTU_97.28132|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28134","OTU9728134","OTU_97.28134|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28137","OTU9728137","OTU_97.28137|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28138","OTU9728138","OTU_97.28138|Kingella","Kingella","aerobic"
"OTU_97.28142","OTU9728142","OTU_97.28142|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28148","OTU9728148","OTU_97.28148|Rothia","Rothia","facultative_anaerobic"
"OTU_97.2815","OTU972815","OTU_97.2815|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28150","OTU9728150","OTU_97.28150|Pseudomonas","Pseudomonas","facultative_anaerobic"
"OTU_97.28151","OTU9728151","OTU_97.28151|Prevotella","Prevotella","anaerobic"
"OTU_97.28153","OTU9728153","OTU_97.28153|Prevotella","Prevotella","anaerobic"
"OTU_97.28154","OTU9728154","OTU_97.28154|Rothia","Rothia","facultative_anaerobic"
"OTU_97.28159","OTU9728159","OTU_97.28159|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28161","OTU9728161","OTU_97.28161|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28162","OTU9728162","OTU_97.28162|Treponema","Treponema","anaerobic"
"OTU_97.28163","OTU9728163","OTU_97.28163|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28167","OTU9728167","OTU_97.28167|NA",NA,NA
"OTU_97.28169","OTU9728169","OTU_97.28169|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28170","OTU9728170","OTU_97.28170|Tannerella","Tannerella","anaerobic"
"OTU_97.28171","OTU9728171","OTU_97.28171|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28172","OTU9728172","OTU_97.28172|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28176","OTU9728176","OTU_97.28176|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28178","OTU9728178","OTU_97.28178|Prevotella","Prevotella","anaerobic"
"OTU_97.2818","OTU972818","OTU_97.2818|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28180","OTU9728180","OTU_97.28180|Prevotella","Prevotella","anaerobic"
"OTU_97.28183","OTU9728183","OTU_97.28183|NA",NA,NA
"OTU_97.28187","OTU9728187","OTU_97.28187|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28189","OTU9728189","OTU_97.28189|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28190","OTU9728190","OTU_97.28190|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28192","OTU9728192","OTU_97.28192|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28195","OTU9728195","OTU_97.28195|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28196","OTU9728196","OTU_97.28196|Brachymonas","Brachymonas",NA
"OTU_97.28197","OTU9728197","OTU_97.28197|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28198","OTU9728198","OTU_97.28198|Gemella","Gemella","facultative_anaerobic"
"OTU_97.28199","OTU9728199","OTU_97.28199|Actinomyces","Actinomyces","anaerobic"
"OTU_97.282","OTU97282","OTU_97.282|NA",NA,NA
"OTU_97.2820","OTU972820","OTU_97.2820|Actinomyces","Actinomyces","anaerobic"
"OTU_97.28205","OTU9728205","OTU_97.28205|Prevotella","Prevotella","anaerobic"
"OTU_97.28209","OTU9728209","OTU_97.28209|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28215","OTU9728215","OTU_97.28215|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28216","OTU9728216","OTU_97.28216|NA",NA,NA
"OTU_97.28217","OTU9728217","OTU_97.28217|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28222","OTU9728222","OTU_97.28222|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.28223","OTU9728223","OTU_97.28223|Gemella","Gemella","facultative_anaerobic"
"OTU_97.28229","OTU9728229","OTU_97.28229|Neisseria","Neisseria","aerobic"
"OTU_97.28233","OTU9728233","OTU_97.28233|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28234","OTU9728234","OTU_97.28234|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28237","OTU9728237","OTU_97.28237|Neisseria","Neisseria","aerobic"
"OTU_97.28239","OTU9728239","OTU_97.28239|Prevotella","Prevotella","anaerobic"
"OTU_97.2824","OTU972824","OTU_97.2824|Dialister","Dialister","anaerobic"
"OTU_97.28241","OTU9728241","OTU_97.28241|Prevotella","Prevotella","anaerobic"
"OTU_97.28243","OTU9728243","OTU_97.28243|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28244","OTU9728244","OTU_97.28244|Oribacterium","Oribacterium","anaerobic"
"OTU_97.28248","OTU9728248","OTU_97.28248|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28249","OTU9728249","OTU_97.28249|Neisseria","Neisseria","aerobic"
"OTU_97.28250","OTU9728250","OTU_97.28250|NA",NA,NA
"OTU_97.28252","OTU9728252","OTU_97.28252|Neisseria","Neisseria","aerobic"
"OTU_97.28256","OTU9728256","OTU_97.28256|Rothia","Rothia","facultative_anaerobic"
"OTU_97.28261","OTU9728261","OTU_97.28261|Lautropia","Lautropia","aerobic"
"OTU_97.28262","OTU9728262","OTU_97.28262|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28266","OTU9728266","OTU_97.28266|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28268","OTU9728268","OTU_97.28268|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28276","OTU9728276","OTU_97.28276|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28277","OTU9728277","OTU_97.28277|Actinomyces","Actinomyces","anaerobic"
"OTU_97.2828","OTU972828","OTU_97.2828|NA",NA,NA
"OTU_97.28280","OTU9728280","OTU_97.28280|Neisseria","Neisseria","aerobic"
"OTU_97.28281","OTU9728281","OTU_97.28281|Prevotella","Prevotella","anaerobic"
"OTU_97.28285","OTU9728285","OTU_97.28285|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.2829","OTU972829","OTU_97.2829|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28290","OTU9728290","OTU_97.28290|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28294","OTU9728294","OTU_97.28294|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28299","OTU9728299","OTU_97.28299|NA",NA,NA
"OTU_97.283","OTU97283","OTU_97.283|Shuttleworthia","Shuttleworthia","anaerobic"
"OTU_97.2830","OTU972830","OTU_97.2830|Actinomyces","Actinomyces","anaerobic"
"OTU_97.28305","OTU9728305","OTU_97.28305|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28306","OTU9728306","OTU_97.28306|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28308","OTU9728308","OTU_97.28308|Prevotella","Prevotella","anaerobic"
"OTU_97.28309","OTU9728309","OTU_97.28309|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28312","OTU9728312","OTU_97.28312|Prevotella","Prevotella","anaerobic"
"OTU_97.28313","OTU9728313","OTU_97.28313|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28318","OTU9728318","OTU_97.28318|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28320","OTU9728320","OTU_97.28320|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28321","OTU9728321","OTU_97.28321|Actinomyces","Actinomyces","anaerobic"
"OTU_97.28325","OTU9728325","OTU_97.28325|Prevotella","Prevotella","anaerobic"
"OTU_97.28329","OTU9728329","OTU_97.28329|Prevotella","Prevotella","anaerobic"
"OTU_97.2833","OTU972833","OTU_97.2833|Kingella","Kingella","aerobic"
"OTU_97.28331","OTU9728331","OTU_97.28331|Treponema","Treponema","anaerobic"
"OTU_97.28336","OTU9728336","OTU_97.28336|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28337","OTU9728337","OTU_97.28337|Actinomyces","Actinomyces","anaerobic"
"OTU_97.28338","OTU9728338","OTU_97.28338|Prevotella","Prevotella","anaerobic"
"OTU_97.2834","OTU972834","OTU_97.2834|Prevotella","Prevotella","anaerobic"
"OTU_97.28342","OTU9728342","OTU_97.28342|NA",NA,NA
"OTU_97.28345","OTU9728345","OTU_97.28345|Actinomyces","Actinomyces","anaerobic"
"OTU_97.28346","OTU9728346","OTU_97.28346|Prevotella","Prevotella","anaerobic"
"OTU_97.28348","OTU9728348","OTU_97.28348|NA",NA,NA
"OTU_97.28350","OTU9728350","OTU_97.28350|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28354","OTU9728354","OTU_97.28354|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.28355","OTU9728355","OTU_97.28355|NA",NA,NA
"OTU_97.28356","OTU9728356","OTU_97.28356|Neisseria","Neisseria","aerobic"
"OTU_97.2836","OTU972836","OTU_97.2836|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28373","OTU9728373","OTU_97.28373|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28376","OTU9728376","OTU_97.28376|NA",NA,NA
"OTU_97.28377","OTU9728377","OTU_97.28377|Prevotella","Prevotella","anaerobic"
"OTU_97.28378","OTU9728378","OTU_97.28378|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28381","OTU9728381","OTU_97.28381|Ruminococcus","Ruminococcus",NA
"OTU_97.28384","OTU9728384","OTU_97.28384|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28385","OTU9728385","OTU_97.28385|Lactobacillus","Lactobacillus","facultative_anaerobic"
"OTU_97.28388","OTU9728388","OTU_97.28388|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.2839","OTU972839","OTU_97.2839|NA",NA,NA
"OTU_97.28397","OTU9728397","OTU_97.28397|Selenomonas","Selenomonas","anaerobic"
"OTU_97.2840","OTU972840","OTU_97.2840|NA",NA,NA
"OTU_97.28400","OTU9728400","OTU_97.28400|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28405","OTU9728405","OTU_97.28405|Prevotella","Prevotella","anaerobic"
"OTU_97.28406","OTU9728406","OTU_97.28406|Prevotella","Prevotella","anaerobic"
"OTU_97.28412","OTU9728412","OTU_97.28412|Veillonella","Veillonella","anaerobic"
"OTU_97.28415","OTU9728415","OTU_97.28415|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28417","OTU9728417","OTU_97.28417|Prevotella","Prevotella","anaerobic"
"OTU_97.28418","OTU9728418","OTU_97.28418|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28419","OTU9728419","OTU_97.28419|Rothia","Rothia","facultative_anaerobic"
"OTU_97.28425","OTU9728425","OTU_97.28425|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28427","OTU9728427","OTU_97.28427|Granulicatella","Granulicatella","anaerobic"
"OTU_97.28429","OTU9728429","OTU_97.28429|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28430","OTU9728430","OTU_97.28430|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28431","OTU9728431","OTU_97.28431|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28432","OTU9728432","OTU_97.28432|Prevotella","Prevotella","anaerobic"
"OTU_97.28434","OTU9728434","OTU_97.28434|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28435","OTU9728435","OTU_97.28435|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28439","OTU9728439","OTU_97.28439|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.2844","OTU972844","OTU_97.2844|Prevotella","Prevotella","anaerobic"
"OTU_97.28445","OTU9728445","OTU_97.28445|Prevotella","Prevotella","anaerobic"
"OTU_97.28457","OTU9728457","OTU_97.28457|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28458","OTU9728458","OTU_97.28458|Rothia","Rothia","facultative_anaerobic"
"OTU_97.2846","OTU972846","OTU_97.2846|Tannerella","Tannerella","anaerobic"
"OTU_97.28462","OTU9728462","OTU_97.28462|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28463","OTU9728463","OTU_97.28463|NA",NA,NA
"OTU_97.28465","OTU9728465","OTU_97.28465|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.28466","OTU9728466","OTU_97.28466|Prevotella","Prevotella","anaerobic"
"OTU_97.28468","OTU9728468","OTU_97.28468|Prevotella","Prevotella","anaerobic"
"OTU_97.28470","OTU9728470","OTU_97.28470|NA",NA,NA
"OTU_97.28472","OTU9728472","OTU_97.28472|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28476","OTU9728476","OTU_97.28476|Dialister","Dialister","anaerobic"
"OTU_97.28479","OTU9728479","OTU_97.28479|Prevotella","Prevotella","anaerobic"
"OTU_97.28482","OTU9728482","OTU_97.28482|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28486","OTU9728486","OTU_97.28486|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28488","OTU9728488","OTU_97.28488|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.2849","OTU972849","OTU_97.2849|NA",NA,NA
"OTU_97.28491","OTU9728491","OTU_97.28491|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28494","OTU9728494","OTU_97.28494|Actinomyces","Actinomyces","anaerobic"
"OTU_97.28499","OTU9728499","OTU_97.28499|NA",NA,NA
"OTU_97.2850","OTU972850","OTU_97.2850|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28501","OTU9728501","OTU_97.28501|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28502","OTU9728502","OTU_97.28502|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.28506","OTU9728506","OTU_97.28506|Rothia","Rothia","facultative_anaerobic"
"OTU_97.28507","OTU9728507","OTU_97.28507|NA",NA,NA
"OTU_97.2851","OTU972851","OTU_97.2851|Dialister","Dialister","anaerobic"
"OTU_97.28511","OTU9728511","OTU_97.28511|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28513","OTU9728513","OTU_97.28513|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28516","OTU9728516","OTU_97.28516|Peptoniphilus","Peptoniphilus","anaerobic"
"OTU_97.28517","OTU9728517","OTU_97.28517|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28519","OTU9728519","OTU_97.28519|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28521","OTU9728521","OTU_97.28521|Treponema","Treponema","anaerobic"
"OTU_97.28523","OTU9728523","OTU_97.28523|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28526","OTU9728526","OTU_97.28526|Peptostreptococcus","Peptostreptococcus","anaerobic"
"OTU_97.28527","OTU9728527","OTU_97.28527|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28530","OTU9728530","OTU_97.28530|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28531","OTU9728531","OTU_97.28531|Prevotella","Prevotella","anaerobic"
"OTU_97.28532","OTU9728532","OTU_97.28532|Prevotella","Prevotella","anaerobic"
"OTU_97.28534","OTU9728534","OTU_97.28534|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28535","OTU9728535","OTU_97.28535|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28536","OTU9728536","OTU_97.28536|Gemella","Gemella","facultative_anaerobic"
"OTU_97.2854","OTU972854","OTU_97.2854|Blautia","Blautia","anaerobic"
"OTU_97.28541","OTU9728541","OTU_97.28541|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28543","OTU9728543","OTU_97.28543|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28545","OTU9728545","OTU_97.28545|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28547","OTU9728547","OTU_97.28547|Prevotella","Prevotella","anaerobic"
"OTU_97.28550","OTU9728550","OTU_97.28550|Prevotella","Prevotella","anaerobic"
"OTU_97.28553","OTU9728553","OTU_97.28553|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28556","OTU9728556","OTU_97.28556|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28560","OTU9728560","OTU_97.28560|Prevotella","Prevotella","anaerobic"
"OTU_97.28562","OTU9728562","OTU_97.28562|Neisseria","Neisseria","aerobic"
"OTU_97.28564","OTU9728564","OTU_97.28564|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28569","OTU9728569","OTU_97.28569|NA",NA,NA
"OTU_97.28571","OTU9728571","OTU_97.28571|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28575","OTU9728575","OTU_97.28575|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28576","OTU9728576","OTU_97.28576|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28577","OTU9728577","OTU_97.28577|Treponema","Treponema","anaerobic"
"OTU_97.28578","OTU9728578","OTU_97.28578|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28582","OTU9728582","OTU_97.28582|Prevotella","Prevotella","anaerobic"
"OTU_97.28585","OTU9728585","OTU_97.28585|NA",NA,NA
"OTU_97.28586","OTU9728586","OTU_97.28586|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28588","OTU9728588","OTU_97.28588|Rothia","Rothia","facultative_anaerobic"
"OTU_97.2859","OTU972859","OTU_97.2859|Prevotella","Prevotella","anaerobic"
"OTU_97.28591","OTU9728591","OTU_97.28591|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28595","OTU9728595","OTU_97.28595|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28596","OTU9728596","OTU_97.28596|Prevotella","Prevotella","anaerobic"
"OTU_97.28600","OTU9728600","OTU_97.28600|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28601","OTU9728601","OTU_97.28601|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28602","OTU9728602","OTU_97.28602|NA",NA,NA
"OTU_97.28603","OTU9728603","OTU_97.28603|NA",NA,NA
"OTU_97.28605","OTU9728605","OTU_97.28605|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.2861","OTU972861","OTU_97.2861|Prevotella","Prevotella","anaerobic"
"OTU_97.28614","OTU9728614","OTU_97.28614|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28618","OTU9728618","OTU_97.28618|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.28620","OTU9728620","OTU_97.28620|Prevotella","Prevotella","anaerobic"
"OTU_97.28624","OTU9728624","OTU_97.28624|Prevotella","Prevotella","anaerobic"
"OTU_97.28625","OTU9728625","OTU_97.28625|Oribacterium","Oribacterium","anaerobic"
"OTU_97.28627","OTU9728627","OTU_97.28627|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.28628","OTU9728628","OTU_97.28628|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28630","OTU9728630","OTU_97.28630|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.28633","OTU9728633","OTU_97.28633|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28634","OTU9728634","OTU_97.28634|Prevotella","Prevotella","anaerobic"
"OTU_97.28637","OTU9728637","OTU_97.28637|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28641","OTU9728641","OTU_97.28641|Veillonella","Veillonella","anaerobic"
"OTU_97.28642","OTU9728642","OTU_97.28642|Actinomyces","Actinomyces","anaerobic"
"OTU_97.28644","OTU9728644","OTU_97.28644|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28645","OTU9728645","OTU_97.28645|Acinetobacter","Acinetobacter","aerobic"
"OTU_97.28647","OTU9728647","OTU_97.28647|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.2865","OTU972865","OTU_97.2865|Prevotella","Prevotella","anaerobic"
"OTU_97.28650","OTU9728650","OTU_97.28650|NA",NA,NA
"OTU_97.28652","OTU9728652","OTU_97.28652|Faecalibacterium","Faecalibacterium",NA
"OTU_97.28657","OTU9728657","OTU_97.28657|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28658","OTU9728658","OTU_97.28658|Prevotella","Prevotella","anaerobic"
"OTU_97.2866","OTU972866","OTU_97.2866|Prevotella","Prevotella","anaerobic"
"OTU_97.28661","OTU9728661","OTU_97.28661|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28666","OTU9728666","OTU_97.28666|Lautropia","Lautropia","aerobic"
"OTU_97.28667","OTU9728667","OTU_97.28667|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.28668","OTU9728668","OTU_97.28668|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.28669","OTU9728669","OTU_97.28669|Treponema","Treponema","anaerobic"
"OTU_97.28671","OTU9728671","OTU_97.28671|Neisseria","Neisseria","aerobic"
"OTU_97.28674","OTU9728674","OTU_97.28674|Prevotella","Prevotella","anaerobic"
"OTU_97.28678","OTU9728678","OTU_97.28678|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28681","OTU9728681","OTU_97.28681|Catonella","Catonella","anaerobic"
"OTU_97.28683","OTU9728683","OTU_97.28683|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28686","OTU9728686","OTU_97.28686|NA",NA,NA
"OTU_97.28688","OTU9728688","OTU_97.28688|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.2869","OTU972869","OTU_97.2869|Treponema","Treponema","anaerobic"
"OTU_97.28692","OTU9728692","OTU_97.28692|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28695","OTU9728695","OTU_97.28695|Prevotella","Prevotella","anaerobic"
"OTU_97.28696","OTU9728696","OTU_97.28696|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.28698","OTU9728698","OTU_97.28698|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.2870","OTU972870","OTU_97.2870|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.28701","OTU9728701","OTU_97.28701|Prevotella","Prevotella","anaerobic"
"OTU_97.28705","OTU9728705","OTU_97.28705|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28708","OTU9728708","OTU_97.28708|NA",NA,NA
"OTU_97.28712","OTU9728712","OTU_97.28712|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.28713","OTU9728713","OTU_97.28713|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.28715","OTU9728715","OTU_97.28715|Peptostreptococcus","Peptostreptococcus","anaerobic"
"OTU_97.2872","OTU972872","OTU_97.2872|Prevotella","Prevotella","anaerobic"
"OTU_97.28722","OTU9728722","OTU_97.28722|Fusobacterium","Fusobacterium","anaerobic"
