"taxon_name","features","new_names","most_specific_taxa","taxon_annotation","full_taxa"
"OTU_97.36373","OTU9736373","OTU_97.36373|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36374","OTU9736374","OTU_97.36374|o__Actinomycetales","o__Actinomycetales",NA,"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__NA|g__NA"
"OTU_97.36375","OTU9736375","OTU_97.36375|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.36380","OTU9736380","OTU_97.36380|g__Oribacterium","g__Oribacterium","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium"
"OTU_97.36382","OTU9736382","OTU_97.36382|g__Eikenella","g__Eikenella","anaerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella"
"OTU_97.36385","OTU9736385","OTU_97.36385|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36386","OTU9736386","OTU_97.36386|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36387","OTU9736387","OTU_97.36387|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.36389","OTU9736389","OTU_97.36389|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.3639","OTU973639","OTU_97.3639|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36391","OTU9736391","OTU_97.36391|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.36393","OTU9736393","OTU_97.36393|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.3640","OTU973640","OTU_97.3640|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36404","OTU9736404","OTU_97.36404|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.36405","OTU9736405","OTU_97.36405|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36411","OTU9736411","OTU_97.36411|g__Granulicatella","g__Granulicatella","anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella"
"OTU_97.36412","OTU9736412","OTU_97.36412|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.36418","OTU9736418","OTU_97.36418|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36419","OTU9736419","OTU_97.36419|o__Bacteroidales","o__Bacteroidales",NA,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__NA|g__NA"
"OTU_97.36421","OTU9736421","OTU_97.36421|g__Kingella","g__Kingella","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella"
"OTU_97.36422","OTU9736422","OTU_97.36422|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.36423","OTU9736423","OTU_97.36423|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.36424","OTU9736424","OTU_97.36424|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36425","OTU9736425","OTU_97.36425|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.36428","OTU9736428","OTU_97.36428|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.36429","OTU9736429","OTU_97.36429|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.3643","OTU973643","OTU_97.3643|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.36432","OTU9736432","OTU_97.36432|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.36434","OTU9736434","OTU_97.36434|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36435","OTU9736435","OTU_97.36435|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.3644","OTU973644","OTU_97.3644|g__Actinomyces","g__Actinomyces","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces"
"OTU_97.36447","OTU9736447","OTU_97.36447|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36450","OTU9736450","OTU_97.36450|o__Clostridiales","o__Clostridiales",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__NA|g__NA"
"OTU_97.36451","OTU9736451","OTU_97.36451|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.36457","OTU9736457","OTU_97.36457|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36458","OTU9736458","OTU_97.36458|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.36459","OTU9736459","OTU_97.36459|f__Actinomycetaceae","f__Actinomycetaceae",NA,"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__NA"
"OTU_97.36461","OTU9736461","OTU_97.36461|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.36465","OTU9736465","OTU_97.36465|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.36469","OTU9736469","OTU_97.36469|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.3647","OTU973647","OTU_97.3647|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36471","OTU9736471","OTU_97.36471|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36472","OTU9736472","OTU_97.36472|f__Porphyromonadaceae","f__Porphyromonadaceae",NA,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__NA"
"OTU_97.36477","OTU9736477","OTU_97.36477|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.36478","OTU9736478","OTU_97.36478|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36483","OTU9736483","OTU_97.36483|g__Bacteroides","g__Bacteroides","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides"
"OTU_97.36484","OTU9736484","OTU_97.36484|g__Selenomonas","g__Selenomonas","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Selenomonas"
"OTU_97.36487","OTU9736487","OTU_97.36487|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36488","OTU9736488","OTU_97.36488|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.3649","OTU973649","OTU_97.3649|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.36490","OTU9736490","OTU_97.36490|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.36495","OTU9736495","OTU_97.36495|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.3650","OTU973650","OTU_97.3650|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.36501","OTU9736501","OTU_97.36501|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.36504","OTU9736504","OTU_97.36504|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.36507","OTU9736507","OTU_97.36507|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.36510","OTU9736510","OTU_97.36510|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36511","OTU9736511","OTU_97.36511|f__Actinomycetaceae","f__Actinomycetaceae",NA,"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__NA"
"OTU_97.36512","OTU9736512","OTU_97.36512|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.36513","OTU9736513","OTU_97.36513|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.36515","OTU9736515","OTU_97.36515|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.36516","OTU9736516","OTU_97.36516|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36517","OTU9736517","OTU_97.36517|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.3652","OTU973652","OTU_97.3652|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36524","OTU9736524","OTU_97.36524|f__Actinomycetaceae","f__Actinomycetaceae",NA,"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__NA"
"OTU_97.36526","OTU9736526","OTU_97.36526|f__Flavobacteriaceae","f__Flavobacteriaceae",NA,"k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__NA"
"OTU_97.36527","OTU9736527","OTU_97.36527|f__Flavobacteriaceae","f__Flavobacteriaceae",NA,"k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__NA"
"OTU_97.36528","OTU9736528","OTU_97.36528|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36530","OTU9736530","OTU_97.36530|g__Staphylococcus","g__Staphylococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus"
"OTU_97.36531","OTU9736531","OTU_97.36531|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.36536","OTU9736536","OTU_97.36536|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36539","OTU9736539","OTU_97.36539|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36544","OTU9736544","OTU_97.36544|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36545","OTU9736545","OTU_97.36545|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36547","OTU9736547","OTU_97.36547|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36552","OTU9736552","OTU_97.36552|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36557","OTU9736557","OTU_97.36557|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36559","OTU9736559","OTU_97.36559|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.3656","OTU973656","OTU_97.3656|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36561","OTU9736561","OTU_97.36561|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36564","OTU9736564","OTU_97.36564|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36567","OTU9736567","OTU_97.36567|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36568","OTU9736568","OTU_97.36568|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36569","OTU9736569","OTU_97.36569|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36571","OTU9736571","OTU_97.36571|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36573","OTU9736573","OTU_97.36573|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36574","OTU9736574","OTU_97.36574|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36577","OTU9736577","OTU_97.36577|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36578","OTU9736578","OTU_97.36578|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36579","OTU9736579","OTU_97.36579|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.3658","OTU973658","OTU_97.3658|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36580","OTU9736580","OTU_97.36580|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36585","OTU9736585","OTU_97.36585|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36587","OTU9736587","OTU_97.36587|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.3659","OTU973659","OTU_97.3659|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36593","OTU9736593","OTU_97.36593|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36595","OTU9736595","OTU_97.36595|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36597","OTU9736597","OTU_97.36597|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36598","OTU9736598","OTU_97.36598|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36599","OTU9736599","OTU_97.36599|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36602","OTU9736602","OTU_97.36602|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36605","OTU9736605","OTU_97.36605|f__Flavobacteriaceae","f__Flavobacteriaceae",NA,"k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__NA"
"OTU_97.36606","OTU9736606","OTU_97.36606|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36607","OTU9736607","OTU_97.36607|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36608","OTU9736608","OTU_97.36608|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36609","OTU9736609","OTU_97.36609|f__Porphyromonadaceae","f__Porphyromonadaceae",NA,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__NA"
"OTU_97.3661","OTU973661","OTU_97.3661|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.36610","OTU9736610","OTU_97.36610|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36611","OTU9736611","OTU_97.36611|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36612","OTU9736612","OTU_97.36612|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36615","OTU9736615","OTU_97.36615|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36618","OTU9736618","OTU_97.36618|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36620","OTU9736620","OTU_97.36620|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36621","OTU9736621","OTU_97.36621|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.36622","OTU9736622","OTU_97.36622|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36623","OTU9736623","OTU_97.36623|g__Lautropia","g__Lautropia","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia"
"OTU_97.36625","OTU9736625","OTU_97.36625|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.36631","OTU9736631","OTU_97.36631|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36632","OTU9736632","OTU_97.36632|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36634","OTU9736634","OTU_97.36634|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36638","OTU9736638","OTU_97.36638|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.3664","OTU973664","OTU_97.3664|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.36643","OTU9736643","OTU_97.36643|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.36646","OTU9736646","OTU_97.36646|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.36649","OTU9736649","OTU_97.36649|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
